"","ZCTA5CE10","max99_1","max99_2","max99_3","max975_1","max975_2","max975_3","max95_1","max95_2","max95_3","min99_1","min99_2","min99_3","min975_1","min975_2","min975_3","min95_1","min95_2","min95_3","diff01_1","diff01_2","diff01_3","diff025_1","diff025_2","diff025_3","diff05_1","diff05_2","diff05_3"
"1","90001",0.159127922922475,0.860530787984802,2.94186185776934,0.0257127692099033,0.340740296684004,0.662124438330869,0.0673294203254023,-0.0642910018015162,0.134329277390996,-0.285800397216996,-0.590806813083948,-0.775637034994693,0.107585195862036,0.0531163268309086,-0.483087501844313,-0.0525483184035818,-0.122574418306052,-0.172852884098819,-0.552301799205679,1.07525966409908,1.07525966409908,-0.17677762800377,0.136256262168869,0.252792716522612,-0.300282550096811,0.27536294247408,0.712387175953262
"2","90002",1.66552157545257,1.06728661403981,1.14217140462127,0.54931918534026,0.784387395022466,1.14059353574065,0.303513478808451,0.471827868971407,0.515962365739789,0.538781483861053,0.901756432801835,0.901756990402063,-0.0998443226992434,0.622941930054721,0.349858596852223,0.14869987233184,0.217687444161679,0.259185727729353,1.45227647263662,1.77432168830171,1.77432168830171,0.67644793664823,1.1496143062635,1.21651254678247,0.370689148739115,0.298640913951835,0.341959347598393
"3","90003",-0.0119745288897108,0.334782807069731,0,0.189410004630189,0.166893118699863,0.767667297910738,0.0838967072657181,0.00536329178744003,0.479944045621494,-0.398228550851534,-0.275915741662237,-0.546264356935873,-0.171104812428139,0.0694062176561696,-0.00509353666797509,-0.347080783471253,-0.57164925084643,-0.734048117781517,0.193566561335001,0,0,0.239073892950928,-0.234079786713665,-1.87523565775008,-0.0318386752752544,-0.185246797711831,-0.620230745860032
"4","90004",0.777362064118948,1.47435152292489,-0.613784970902272,0.675246365803951,0.271633440139992,-0.430497386336508,0.416526014021903,0.294376642622724,-0.106865993482192,-0.353069156080553,-0.151558076736488,-0.256730727016479,-0.0455430674098319,-0.0770309435090012,-0.104879440810211,0.0168855770916252,-0.375219039333959,-0.446737940064319,-0.530384534165876,0,0,-0.3630910090487,-0.250453880691979,-1.43259770904034,-0.224879901761791,-0.552365511684973,-0.234245500557386
"5","90005",-0.0347026825269779,-0.775199320153405,-0.412996162278637,-0.212543381425181,-0.226929985443092,-0.615871070063032,0.043783477232007,0.0411854774661246,-0.0806535122221799,-0.235278420491699,0.00108480641787234,-0.139322562923946,-0.262152507988042,-0.292028140414296,0.101400154748589,0.0195893228331119,-0.0337688238900469,0.220661456942168,0.436048087655009,0,0,0.376848230072387,0.669265730963838,0.519293122590815,-0.0409585687885721,0.316489257836608,0.264908929647355
"6","90006",-0.0246752865711036,-0.366684425025195,-0.838715042068045,0.0297254994319467,-0.327228678741152,-1.47990144650674,0.215156083116629,0.116249048853005,-0.0561623378700998,-0.378011898565049,-0.334819447388075,0.347470035525606,-0.304624638649932,-0.0269694731765786,0.167628685069404,-0.0898922515066534,-0.369621708423903,-0.36247906081389,0.109390320903282,0,0,-0.108402446566437,-0.0791296508340985,0.8604379784985,-0.126283242139682,-0.334173268913023,-0.234581633702718
"7","90007",0.293806835476872,0.536898288807108,1.41219306146826,0.0882540115710104,-0.082732816269685,0.688143940676403,0.256229741253337,0.257283284566689,0.406639672350451,0.243542685815366,0.187311918647608,0.693998639112139,0.475071785618184,0.247150269303579,0.662917046495341,0.322245716721416,0.2686839426099,0.219006279982182,0.0210590109358669,0,0,-0.104598445984445,-0.796848603439995,-0.834602591976502,0.156863827759163,-0.45130745559544,0.274865311934088
"8","90008",1.68523951651004,1.92926294025196,0,0.983553866970183,0.812323633467115,0.271664372269366,0.26080308768507,0.848203714070627,0.464007700313611,0.726809304580802,0.307142870922089,0.731416909354134,0.359454656125085,0.256494869700492,0.242720424522577,0.219426774919335,0.113577603867882,-0.11397394721664,-0.0445855296514068,0,0,0.0310348502186075,-0.0587729294293544,2.69163527326257,0.310585288678325,0.102934456474401,0.47486543509096
"9","90010",-0.132947712585039,-0.164248447765545,-0.232622234805869,-0.00800813045248178,-0.169639612554831,-0.174914389374663,0.0164701420440402,-0.0509755251579071,-0.0457543313071357,0.201981554781176,0.248995252272346,0.354866056695254,0.00879093158288595,0.102865252183829,0.238693004949664,0.019432909081922,-0.0175212618275578,0.0507365629600438,0.0356694664423924,0,0,0.0178823651595373,-0.083329025895201,-0.121963777289992,0.000193541707255338,0.0230398352331727,0.0597234399693334
"10","90011",0.20131918905079,-0.824423954128679,-2.08990421445509,0.0695253018597665,-0.103707489541703,-0.950835997236257,0.62347986095633,0.700645577741398,0.464691712406591,0.58126339545956,-0.213657307048867,-0.301822514395982,0.282892196306969,0.294749830542954,-0.467217884988809,0.0800794641901548,0.104065533706819,-0.0797962891985308,0.340027855783435,0,0,-0.0492169623175848,-0.241488169587742,1.11469367176193,-0.296129288021142,-0.450252551171499,-0.137535135449196
