"","ZCTA5CE10","max99_1","max99_2","max99_3","max975_1","max975_2","max975_3","max95_1","max95_2","max95_3","min99_1","min99_2","min99_3","min975_1","min975_2","min975_3","min95_1","min95_2","min95_3","diff01_1","diff01_2","diff01_3","diff025_1","diff025_2","diff025_3","diff05_1","diff05_2","diff05_3"
"1","90001",0.0512973273948724,0.567357362839199,2.64082812684443,-0.0443773400786888,0.252827310263274,0.57727894075191,-0.00409570314988554,-0.107485622370601,0.0989910381933191,-0.343137699268695,-0.684499716334624,-0.961137373540078,0.0555151385394473,-0.0392033255985325,-0.610727338008296,-0.0989781870022135,-0.187374531372071,-0.239608503406585,-0.590757562220126,1.4294780219329,0.48152719617332,-0.185659626718618,0.225295333223318,0.0519460738628645,-0.289334070778246,0.291551953333482,0.860415841870398
"2","90002",1.57046864298039,0.810712948971138,0.881489755012615,0.487729307222321,0.707079935728979,1.06611180585451,0.240750041205945,0.433882833927336,0.485456341278897,0.488489801935823,0.819352643663121,0.738661927660588,-0.145262116958005,0.542253918220107,0.237968066384268,0.108203857416189,0.161184330019795,0.200671317106823,1.41877534290658,-0.399031579773471,1.25641723666437,0.668637939488093,1.22825111691555,1.04082079983392,0.380143262261958,0.312682752742871,0.471323486701544
"3","90003",-0.139678112855475,-0.0153139072323806,0,0.1060995595851,0.0624854479956199,0.666703122398125,-0.000999861062838156,-0.0459959635815472,0.43709030478801,-0.466523844728943,-0.387166506100128,-0.766611426458087,-0.233521076751304,-0.041004024426107,-0.157228131274772,-0.402739523196328,-0.649353614320021,-0.81362121742256,0.147404900180231,-0.970598768236171,0,0.228524619523162,-0.128862170348459,-2.11520549136138,-0.018566021805912,-0.16571830877226,-0.443173303399863
"4","90004",0.658527094259598,1.14965766571031,-0.949570706629868,0.597835690516513,0.174586765501982,-0.524268364160511,0.337641276587891,0.246660975916079,-0.14636583089891,-0.416474284536397,-0.254973386738931,-0.461526929045101,-0.103342184310066,-0.179367993223269,-0.246082888300654,-0.0346546428188308,-0.447164690797356,-0.520591050120197,-0.573107324656452,-0.314784534827657,0,-0.372896236552811,-0.152456178715126,-1.65510824184037,-0.212644445275856,-0.534327314077377,-0.0701425776423055
"5","90005",-0.100362866044417,-0.947581724654423,-0.580855001426154,-0.254579984443243,-0.279841309462733,-0.66651278940117,0.000944712652978716,0.0153161834072306,-0.100043883215172,-0.269362902187158,-0.0553503767578394,-0.250878260124987,-0.292267950215152,-0.345959624826596,0.0257381103916615,-0.00725691348989184,-0.0711861626912412,0.181104486104833,0.413944213562398,0,0,0.371504182471263,0.723973985412489,0.401465754395639,-0.0349419788950252,0.325591907881286,0.351338633195048
"6","90006",-0.137009644768997,-0.672758224242418,-1.15397173353843,-0.0433606994912818,-0.418879811720236,-1.56839987732208,0.140677961817998,0.0712040987503037,-0.0932037952737947,-0.437832581245664,-0.432491442159444,0.154072474745958,-0.359039429428854,-0.123388947966181,0.0344376667550452,-0.13841363469543,-0.43734627754013,-0.432139471700025,0.0691881906278949,0,0,-0.117662295328173,0.0135759210416501,0.650724950820791,-0.114808041396602,-0.317227440991983,-0.0799742531365222
"7","90007",0.221116441217712,0.344378866658872,1.22213269499216,0.0415406209256777,-0.141479251953186,0.631800124590001,0.208625357421389,0.2285256929852,0.384590639299969,0.205581736718915,0.124665517430679,0.57011566344518,0.441296299215138,0.186819110373417,0.578589807446815,0.292134701720109,0.22670163361756,0.174915034483478,-0.00377087932936402,0,0,-0.110532303851529,-0.736417073733422,-0.966270066712969,0.163702610758255,-0.44102344147238,0.371564151264098
"8","90008",1.63120012592597,1.7901666093796,0,0.949247897158792,0.769057628326235,0.230448100905974,0.225841793152393,0.827108716071004,0.449012042706171,0.699132543312915,0.260974702687,0.640237948462611,0.335389191211331,0.213141914886409,0.18138176774787,0.197977150218325,0.0837060663644318,-0.146035855832004,-0.0621833553994039,-0.410554268592427,0,0.0266657467866574,-0.0135251305938305,2.59668531489205,0.315242810375797,0.110084336134498,0.544320469611632
"9","90010",-0.125069591026748,-0.125991057606047,-0.168245832391294,-0.00112400435675285,-0.161513758963101,-0.165910310649225,0.0234813144542634,-0.0466322819018712,-0.0373342271010471,0.208446190718624,0.257531442500303,0.372257726491367,0.0169607492276118,0.115876457595438,0.253671732851466,0.0267373261703421,-0.00718751849037601,0.0586095889741492,0.0420806136355251,0,0,0.0187079259625566,-0.0884881036520701,-0.0950191017292295,-0.00239027735534708,0.0197850304029902,0.0387346225412146
"10","90011",-0.00805117767756772,-1.40844330689768,-2.71160230212147,-0.0681132726276496,-0.275899016826491,-1.11803885513546,0.483223246313982,0.615734274646205,0.390953495322684,0.467936930717779,-0.397060985972352,-0.665370009839357,0.177958851970295,0.109997460208429,-0.720012132410073,-0.0135047347969905,-0.026668026559622,-0.212042009527638,0.262199296045464,0,0,-0.0666177951979728,-0.0697858496552008,0.713949571796009,-0.273305588615019,-0.417000689334979,0.158814219004005
"11","90012",0.125236718094877,-0.129797253666693,-0.76950693960127,0.00163623029736383,-0.42257492444334,-0.0757244958318426,-0.0397485655639525,-0.53485188662877,-0.361957124554084,-0.290594009593473,-0.352103099979733,0.364842257420016,-0.183134366747016,-0.336005144569899,0.20048372554855,-0.119593905867787,-0.0549279664300446,0.0626624728876869,0.529576750627175,-0.214083281816418,0,0.0729946074109357,-0.339280571175273,-1.15492324522481,0.128469886933479,-0.221776199634598,-0.0868199643664475
"12","90013",-0.113878012718248,0.34650060752117,-0.14394920959706,-0.0472657687504998,0.0870122403289464,0.113053065169263,0.0381258822411483,-0.133928892303955,-0.160797480983561,0.0280927353770406,0.30980639373827,1.17999381242981,0.114432132260892,0.177587365190859,0.612435053491323,0.0897192906887285,0.128002529160302,0.456449796427147,0.393390459571829,0.963304457429653,0,0.192063142992038,0.0777527563859158,-0.244203355406433,0.103974871837797,-0.152879493129289,0.0754808576327734
"13","90014",-0.10444562273821,-0.18542923171236,-0.351801437280575,-0.178347678859827,-0.0659348954975593,-0.108930468611997,-0.192935756913654,-0.066189364927151,0.321831765719784,0.0710123250472475,0.32917648902924,-0.134921753455064,-0.223495019805176,0.00877654318484151,-0.246735810625233,-0.0929868703435847,-0.0188949804304255,-0.126209540341778,-0.207714995260964,0,0,-0.0428227335091211,-0.207496555709707,1.45486637374832,0.0930480197179692,-0.112204723116997,0.100944544274712
"14","90015",-0.57669629851322,-0.32104777990786,-0.181430570527348,-0.386357623302904,-0.164120824518776,0.0334224292182651,-0.13763645110552,-0.0917676192263159,0.0603821022337053,-0.124674045489686,-0.494747542436738,-0.231674458204682,-0.193141671939391,-0.0579940859445168,-0.160459922547784,-0.114579998929824,-0.0701823926859993,-0.0124717532594339,-0.181647018402363,0,0,0.0259791986972297,-0.140557159490459,-0.815390805485221,-0.0315377337620151,-0.118538352960391,-0.298607208047483
